id_str,screen_name,name,followers_count,friends_count,statuses_count,favourites_count,listed_count,url,time_zone,default_profile,default_profile_image,profile_banner_url,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,contributors_enabled,timestamp,dataset,is_bot,screen_name_length,lang,geo_enabled,profile_use_background_image,profile_sidebar_fill_color,notifications,following,created_at,crawled_at,updated,account_age_days,profile_image_url,description,has_description,description_length,location,verified
1130570449,Serafina Robinson,SerafinaRobinso,17.0,8.0,225.0,0.0,0.0,Tue Jan 29 09:35:51 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3185596886/6eb88db061f5612d3ed16c3d045b64e3_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3185596886/6eb88db061f5612d3ed16c3d045b64e3_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Being hpp doesn't mean that everything is perfect.,,fake_followers.csv,True,17,,,,,,,,,,,,,,,,
1130581675,Glen Wong,GlenWong4,23.0,15.0,260.0,0.0,0.0,Tue Jan 29 09:41:55 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3308134563/3cd000f75fcb35b7d45692f4734e2400_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3308134563/3cd000f75fcb35b7d45692f4734e2400_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"Hi, my name i.... Jus Follow Me. I have food :D",,fake_followers.csv,True,9,,,,,,,,,,,,,,,,
1130623285,Nena Simon,NenaSimon1,22.0,7.0,271.0,0.0,0.0,Tue Jan 29 10:04:30 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302551603/63669005dce5cc75189b94a6206bfd13_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302551603/63669005dce5cc75189b94a6206bfd13_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,10,,,,,,,,,,,,,,,,
1151673038,Dennez,FlorianDennez,5.0,6.0,482.0,0.0,0.0,Tue Feb 05 18:39:07 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3212584943/ea52f661037f168983afb06a2811b685_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3212584943/ea52f661037f168983afb06a2811b685_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"Je suis plusieurs dans ma tête, c'est handicapant ...",,fake_followers.csv,True,6,,,,,,,,,,,,,,,,
1174317492,Tony Beadle,BeadleswdTony,20.0,11.0,201.0,0.0,0.0,Wed Feb 13 08:10:41 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305259319/3d25c9ad89bde4e0e19c37afabd7d8dd_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305259319/3d25c9ad89bde4e0e19c37afabd7d8dd_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Monkey from the 1800's.. Follow for fnny quotes and joks..,,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174318656,Marcella Griffith,GriffithqgxMarc,21.0,14.0,183.0,2.0,0.0,Wed Feb 13 08:11:00 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3295127741/d8fec36ef94dea96757489f12c17289b_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3295127741/d8fec36ef94dea96757489f12c17289b_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"14 Aninhos , Leonina , Rock , Preto e Ro , Mto Bipolar , segue aee ;)",,fake_followers.csv,True,17,,,,,,,,,,,,,,,,
1174321254,Aida Munro,MunrosxaAida,20.0,12.0,205.0,0.0,0.0,Wed Feb 13 08:11:43 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3307867186/9cb090586f59769a9d6b9d3179bd055f_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307867186/9cb090586f59769a9d6b9d3179bd055f_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,A vida é curta demais pra perder tempo com gente insignificante! ttp://www.orkut.com.br/ain#Profile?uid=17090036718406873066 CRF- RUBRO NEGRO,,fake_followers.csv,True,10,,,,,,,,,,,,,,,,
1174322688,Tandy Vickers,VickersyztTandy,16.0,13.0,206.0,0.0,0.0,Wed Feb 13 08:12:05 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305363644/e9919fce47e1c6c8e2dac3363e4ee0af_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305363644/e9919fce47e1c6c8e2dac3363e4ee0af_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174330058,Lorretta Judkins,JudkinshtqLorre,14.0,7.0,188.0,0.0,0.0,Wed Feb 13 08:10:28 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3301980630/54a4e586a3025157accea06e409da545_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3301980630/54a4e586a3025157accea06e409da545_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"We love One Directionくろ♥Harry Stles♥Louis Tomlinson♥Liam Pane♥Zayn Malik♥Niall Horan♥ 22.07.2011 - We will never forget ♥ Follow us, we follow back :)",,fake_followers.csv,True,16,,,,,,,,,,,,,,,,
1174330140,Aurora Falk,FalklivAurora,19.0,11.0,215.0,0.0,0.0,Wed Feb 13 08:13:57 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302609456/2fe1d45532d431eac3ce693dd9e067ae_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302609456/2fe1d45532d431eac3ce693dd9e067ae_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"2 pessoas apaixonadas pela vid, que vive em busca de seus sonhos eda familia perfeita.",,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174330976,Rhonda Collette,CollettesqkRhon,14.0,6.0,185.0,0.0,0.0,Wed Feb 13 08:10:33 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302581042/ef728270d970f2b984922975e6968a4a_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302581042/ef728270d970f2b984922975e6968a4a_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,15,,,,,,,,,,,,,,,,
1174331114,Ardella Whitener,WhitenerzgqArde,12.0,6.0,175.0,0.0,0.0,Wed Feb 13 08:10:36 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3296359288/65440c4d3c979c9d498a391abc5e1c2f_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3296359288/65440c4d3c979c9d498a391abc5e1c2f_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"eu sou sncero,eu falo na cara e na lata,comigo e assim escreveu nao leu e naufabeto.",,fake_followers.csv,True,16,,,,,,,,,,,,,,,,
1174331750,Heidi Houghtaling,HoughtalingfdlH,23.0,8.0,216.0,0.0,0.0,Wed Feb 13 08:10:45 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3310020747/ee5fd89d60b25c77d41b30a0f29e5b08_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3310020747/ee5fd89d60b25c77d41b30a0f29e5b08_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"then there was Coby, THAT nigga...he made ya life THAT much better! u WILL follow this snakerhead...dont worryi'll wait! ",,fake_followers.csv,True,17,,,,,,,,,,,,,,,,
1174332248,Anneliese Kovacs,KovacsfleAnneli,17.0,14.0,218.0,0.0,0.0,Wed Feb 13 08:10:57 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305363630/04947da5cf8bd42f190b0c8d740fea6a_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305363630/04947da5cf8bd42f190b0c8d740fea6a_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"Training to do my irst 8k run in Victoria on Oct 9th. Working on my blog and hoping to have it up very soon. Starting to ove running, biking, and working out",,fake_followers.csv,True,16,,,,,,,,,,,,,,,,
1174332702,Svetlana Twomey,TwomeyagzSvetla,22.0,13.0,233.0,0.0,0.0,Wed Feb 13 08:14:37 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3306369614/c1a4f4df407983c89996e14cbeaf8135_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3306369614/c1a4f4df407983c89996e14cbeaf8135_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,15,,,,,,,,,,,,,,,,
1174333064,Twana Lucia,LuciaqrdTwana,24.0,7.0,216.0,0.0,0.0,Wed Feb 13 08:11:04 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3307496120/f1beee92e83b98a3e1602e4b498f9475_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307496120/f1beee92e83b98a3e1602e4b498f9475_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174334636,Taunya Ervin,ErvinybzTaunya,21.0,11.0,189.0,0.0,0.0,Wed Feb 13 08:11:31 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305333796/cc7e1be7bdce206bd16e35580a56bdc1_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305333796/cc7e1be7bdce206bd16e35580a56bdc1_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174335446,Fairy Boyes,BoyesifrFairy,18.0,13.0,193.0,0.0,0.0,Wed Feb 13 08:11:46 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3304830427/13a5546b5c8d185dfd86122a2e1c1314_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3304830427/13a5546b5c8d185dfd86122a2e1c1314_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"I'm an award winning actress that enjoys shopping srees, trips to the baamas & if you believe any of this  you're just as SICK as I am bwahaha!! #TeamT00Real",,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174336873,Palma Nolte,NoltebutPalma,15.0,8.0,191.0,0.0,0.0,Wed Feb 13 08:10:49 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3306382973/5d349336389502f14422533de515e0ad_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3306382973/5d349336389502f14422533de515e0ad_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"A comprehensive guide to touring that includes potos, nature wallpapers, travel destinatins etc.",,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174337233,Joella Grijalva,GrijalvaqosJoel,18.0,13.0,209.0,0.0,0.0,Wed Feb 13 08:10:57 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305238753/633a4f2000c45b848c7ff316913b949b_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305238753/633a4f2000c45b848c7ff316913b949b_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,A medida do amor é amar sem medda,,fake_followers.csv,True,15,,,,,,,,,,,,,,,,
1174338175,Nadine Mccowan,MccowanezvNadin,22.0,8.0,191.0,2.0,0.0,Wed Feb 13 08:11:04 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305285431/59615be2055ced0a03a2a964f60a5e15_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305285431/59615be2055ced0a03a2a964f60a5e15_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,14,,,,,,,,,,,,,,,,
1174341054,Alita Humphreys,HumphreystkqAli,23.0,9.0,206.0,0.0,0.0,Wed Feb 13 08:17:04 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3307183893/2c0f5deeedcbee702cafa518cdd85b37_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307183893/2c0f5deeedcbee702cafa518cdd85b37_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,16.EHS.Sophomore.#teamsnapback #Ambition #TakeCare #TeamRedskins #TeamSingle #OREGON http//herculesswagedout.tumbr.com/,,fake_followers.csv,True,15,,,,,,,,,,,,,,,,
1174341847,Laila Napper,NapperkhaLaila,22.0,8.0,216.0,0.0,0.0,Wed Feb 13 08:11:59 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3306163521/4618b5df694b9dd38692a0c653be7fbf_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3306163521/4618b5df694b9dd38692a0c653be7fbf_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174342740,Edward Burley,BurleypbfEdward,19.0,10.0,201.0,0.0,0.0,Wed Feb 13 08:17:38 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3303124473/0782166a16e78a708f972f123c9bdbca_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3303124473/0782166a16e78a708f972f123c9bdbca_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Vist s,,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174345260,Trudi Grigg,GriggpcrTrudi,21.0,3.0,162.0,0.0,0.0,Wed Feb 13 08:18:22 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3295177160/207a00e7b900694449996fe4cf45f422_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3295177160/207a00e7b900694449996fe4cf45f422_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,No molestar anoer de que sea pra darme un abrazo :3,,fake_followers.csv,True,11,,,,,,,,,,,,,,,,
1174346100,Dorie Schade,SchadevtvDorie,19.0,13.0,207.0,0.0,0.0,Wed Feb 13 08:18:37 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305246653/feec9bd8df29261355a300c1362e542c_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305246653/feec9bd8df29261355a300c1362e542c_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174349246,Melanie Cahoon,CahoontcqMelani,16.0,8.0,196.0,0.0,0.0,Wed Feb 13 08:15:25 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302882399/ade86c404d5c758b9092133c5b457c12_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302882399/ade86c404d5c758b9092133c5b457c12_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,BELIEBER; LL MONSTER; SELENATOR; LOVATIC; KATYCA; PARTYROCKER!!,,fake_followers.csv,True,14,,,,,,,,,,,,,,,,
1174352293,Delana Child,ChildgnrDelana,26.0,5.0,213.0,0.0,0.0,Wed Feb 13 08:14:52 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3307300649/0d187529b2b6d49965be22ae6209ed03_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307300649/0d187529b2b6d49965be22ae6209ed03_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"Esposa, miga y madre de tres. Amante de latecnologia!",,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174352306,Chere Bayles,BaylesuerChere,16.0,11.0,216.0,0.0,0.0,Wed Feb 13 08:16:30 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305324593/b4f198bb0dca546a4555e024babd5fee_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305324593/b4f198bb0dca546a4555e024babd5fee_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,My twtte account,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174354111,Theressa Papa,PapadstTheressa,20.0,7.0,214.0,0.0,0.0,Wed Feb 13 08:15:33 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302147532/5d9a0b618a08096adf80e516755a85a4_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302147532/5d9a0b618a08096adf80e516755a85a4_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174357212,Felicia Burgess,BurgesssvfFelic,17.0,3.0,181.0,0.0,0.0,Wed Feb 13 08:21:51 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3288984630/585ba7d1e9a1b2aa19693d46ec951c06_normal.jpeg,1,https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png,333333,https://twimg0-a.akamaihd.net/profile_images/3288984630/585ba7d1e9a1b2aa19693d46ec951c06_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,fake_followers.csv,True,15,,,,,,,,,,,,,,,,
1174357490,Alayna Frankel,FrankelronAlayn,18.0,11.0,204.0,0.0,0.0,Wed Feb 13 08:17:49 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305298773/ce56b721d340622cc48f48b9cb3aa952_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305298773/ce56b721d340622cc48f48b9cb3aa952_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"dance make me wanna ,, got a powerfull! cheers up!! , so, do you wanna vs the world wth me!!?",,fake_followers.csv,True,14,,,,,,,,,,,,,,,,
1174357622,Louvenia Fast,FastnpdLouvenia,17.0,9.0,190.0,0.0,0.0,Wed Feb 13 08:17:51 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3303566577/ec078aad0eadf8ebe9022ab52464bb83_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3303566577/ec078aad0eadf8ebe9022ab52464bb83_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,# Sos l ire que respiro & de mi vida la Razom ...  Renace el Corazon,,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174357974,Fumiko Valdez,ValdezhrwFumiko,16.0,11.0,208.0,0.0,0.0,Wed Feb 13 08:22:02 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305365105/7958ba44189794ff483082a090fde527_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305365105/7958ba44189794ff483082a090fde527_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"I love words and Vancouver and I wear glasses. Yes, I'm a geek but no, I can't repair your computer.  can knit you  scarf though.",,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174359487,Leora Zirkle,ZirkleybpLeora,18.0,12.0,173.0,0.0,0.0,Wed Feb 13 08:17:02 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3291430688/708b17ad8bf9538f8b87356f8a00ca03_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3291430688/708b17ad8bf9538f8b87356f8a00ca03_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Solder of OD .,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174360562,Vickey Driver,DriverstqVickey,0.0,0.0,0.0,0.0,0.0,Wed Feb 13 08:18:40 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305245945/54f0b840be8496ad268403aded88c807_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305245945/54f0b840be8496ad268403aded88c807_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,o you LOE Ariana?,,fake_followers.csv,True,13,,,,,,,,,,,,,,,,
1174361588,Malena Fears,FearsyahMalena,18.0,12.0,223.0,0.0,0.0,Wed Feb 13 08:18:55 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3302771217/4b575a7f47535e01856f2a3e086f6d83_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302771217/4b575a7f47535e01856f2a3e086f6d83_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,@ingin menjai orgyang berguna :),,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174366058,Nohemi Lopez,LopezgszNohemi,15.0,9.0,179.0,0.0,0.0,Wed Feb 13 08:20:23 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3289869053/c7ed4d1e1ec845d679eef5a1beaa77b7_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3289869053/c7ed4d1e1ec845d679eef5a1beaa77b7_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"O twitter Mudou Minha Vida anteseu falava sozinho, agora eu falo sozinho com um monte de gente OTwitterMudouMinhaVida",,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174366548,Jaimie Gallant,GallanthduJaimi,22.0,12.0,190.0,2.0,0.0,Wed Feb 13 08:24:25 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3308139384/918bcad12640898163d8251802d7ff87_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3308139384/918bcad12640898163d8251802d7ff87_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,I tweet random shit ^__^ ..Fuck A Team && Just Follow Me! (; .I folow back.Follow at you own Risk.,,fake_followers.csv,True,14,,,,,,,,,,,,,,,,
1174367258,Kim Gage,GageljyKim,19.0,12.0,186.0,0.0,0.0,Wed Feb 13 08:20:40 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305344028/dd5a4bb850e3e545733b90aef028f620_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305344028/dd5a4bb850e3e545733b90aef028f620_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Sharing e-business throuh twittr :),,fake_followers.csv,True,8,,,,,,,,,,,,,,,,
1174367996,Adina Esquivel,EsquivelhhnAdin,15.0,5.0,193.0,0.0,0.0,Wed Feb 13 08:20:51 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305294528/d05cb99480a5ea60afebb0c0b9c36dec_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305294528/d05cb99480a5ea60afebb0c0b9c36dec_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"Freelance usic Producer / Signed Songwriter and Semi-Pro Whisky Taster. Hear me on I-Tunes, Spotify, Amazon, Play Get me at afergusonmusic@gmail.com.",,fake_followers.csv,True,14,,,,,,,,,,,,,,,,
1174372298,Christel Engstrom,EngstromvdsChri,15.0,10.0,211.0,0.0,0.0,Wed Feb 13 08:22:12 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305219701/7ff31e669a71879305c5d8f9b67dcb7b_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305219701/7ff31e669a71879305c5d8f9b67dcb7b_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,The Officil TWITTER Fanpage OfSaleisha Stowers,,fake_followers.csv,True,17,,,,,,,,,,,,,,,,
1174373569,Ena Birdsong,BirdsongdpcEna,15.0,4.0,200.0,0.0,0.0,Wed Feb 13 08:21:02 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3296471710/436b84fe0920edbcfc1b86994435d989_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3296471710/436b84fe0920edbcfc1b86994435d989_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,Mi chiamo Alice e sono una BELIBER . Il mio sogno più grande è incontrare lui .. Justin Bieber . La sua voce è incantevle .. li lo è ! ♥,,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
1174374654,Amber Ruelas,RuelasjuwAmber,24.0,8.0,208.0,0.0,0.0,Wed Feb 13 08:26:33 +0000 2013,,,1.0,http://a0.twimg.com/profile_images/3305244376/d575bdab3347d3e2de0b710a10c4865d_normal.jpeg,1,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305244376/d575bdab3347d3e2de0b710a10c4865d_normal.jpeg,C0DEED,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,"I duz the most cuz i am the MOST,,,Ma Demeanor=Stuid Swagger #teamLOYALTY #Bo'edup #TeamShrimps fuck wit me or fuck yaself.",,fake_followers.csv,True,12,,,,,,,,,,,,,,,,
